Rama de actividad CNAE 2009;Sexo;Unidad;Periodo;Total
I Hostelería;Hombres;Porcentaje;2017T3;7,8
I Hostelería;Hombres;Porcentaje;2017T2;7,5
I Hostelería;Hombres;Porcentaje;2017T1;6,9
I Hostelería;Mujeres;Porcentaje;2019T4;9,8
I Hostelería;Mujeres;Porcentaje;2019T3;10,8
I Hostelería;Mujeres;Porcentaje;2019T2;10,5
I Hostelería;Mujeres;Porcentaje;2019T1;9,6
I Hostelería;Mujeres;Porcentaje;2018T4;10,0
I Hostelería;Mujeres;Porcentaje;2018T3;11,0
I Hostelería;Mujeres;Porcentaje;2018T2;10,5
I Hostelería;Mujeres;Porcentaje;2018T1;9,6
I Hostelería;Mujeres;Porcentaje;2017T4;10,2
I Hostelería;Mujeres;Porcentaje;2017T3;10,8
I Hostelería;Mujeres;Porcentaje;2017T2;10,4
I Hostelería;Mujeres;Porcentaje;2017T1;9,5
J Información y comunicaciones;Ambos sexos;Porcentaje;2019T4;3,0
J Información y comunicaciones;Ambos sexos;Porcentaje;2019T3;3,0
J Información y comunicaciones;Ambos sexos;Porcentaje;2019T2;3,1
J Información y comunicaciones;Ambos sexos;Porcentaje;2019T1;3,0
J Información y comunicaciones;Ambos sexos;Porcentaje;2018T4;3,0
J Información y comunicaciones;Ambos sexos;Porcentaje;2018T3;3,0
J Información y comunicaciones;Ambos sexos;Porcentaje;2018T2;3,0
J Información y comunicaciones;Ambos sexos;Porcentaje;2018T1;3,1
J Información y comunicaciones;Ambos sexos;Porcentaje;2017T4;3,2
J Información y comunicaciones;Ambos sexos;Porcentaje;2017T3;3,1
J Información y comunicaciones;Ambos sexos;Porcentaje;2017T2;3,1
J Información y comunicaciones;Ambos sexos;Porcentaje;2017T1;3,0
J Información y comunicaciones;Hombres;Porcentaje;2019T4;3,8
J Información y comunicaciones;Hombres;Porcentaje;2019T3;3,8
J Información y comunicaciones;Hombres;Porcentaje;2019T2;4,0
J Información y comunicaciones;Hombres;Porcentaje;2019T1;3,9
J Información y comunicaciones;Hombres;Porcentaje;2018T4;4,0
J Información y comunicaciones;Hombres;Porcentaje;2018T3;4,0
J Información y comunicaciones;Hombres;Porcentaje;2018T2;3,9
J Información y comunicaciones;Hombres;Porcentaje;2018T1;4,0
J Información y comunicaciones;Hombres;Porcentaje;2017T4;4,1
J Información y comunicaciones;Hombres;Porcentaje;2017T3;4,0
J Información y comunicaciones;Hombres;Porcentaje;2017T2;3,9
J Información y comunicaciones;Hombres;Porcentaje;2017T1;3,8
J Información y comunicaciones;Mujeres;Porcentaje;2019T4;2,1
J Información y comunicaciones;Mujeres;Porcentaje;2019T3;2,2
J Información y comunicaciones;Mujeres;Porcentaje;2019T2;2,0
J Información y comunicaciones;Mujeres;Porcentaje;2019T1;1,9
J Información y comunicaciones;Mujeres;Porcentaje;2018T4;1,9
J Información y comunicaciones;Mujeres;Porcentaje;2018T3;1,9
J Información y comunicaciones;Mujeres;Porcentaje;2018T2;1,8
J Información y comunicaciones;Mujeres;Porcentaje;2018T1;2,0
J Información y comunicaciones;Mujeres;Porcentaje;2017T4;2,2
J Información y comunicaciones;Mujeres;Porcentaje;2017T3;2,1
J Información y comunicaciones;Mujeres;Porcentaje;2017T2;2,1
J Información y comunicaciones;Mujeres;Porcentaje;2017T1;2,1
K Actividades financieras y de seguros;Ambos sexos;Porcentaje;2019T4;2,2
K Actividades financieras y de seguros;Ambos sexos;Porcentaje;2019T3;2,2
K Actividades financieras y de seguros;Ambos sexos;Porcentaje;2019T2;2,2
K Actividades financieras y de seguros;Ambos sexos;Porcentaje;2019T1;2,2
K Actividades financieras y de seguros;Ambos sexos;Porcentaje;2018T4;2,2
K Actividades financieras y de seguros;Ambos sexos;Porcentaje;2018T3;2,2
K Actividades financieras y de seguros;Ambos sexos;Porcentaje;2018T2;2,2
K Actividades financieras y de seguros;Ambos sexos;Porcentaje;2018T1;2,4
K Actividades financieras y de seguros;Ambos sexos;Porcentaje;2017T4;2,3
K Actividades financieras y de seguros;Ambos sexos;Porcentaje;2017T3;2,4
K Actividades financieras y de seguros;Ambos sexos;Porcentaje;2017T2;2,4
K Actividades financieras y de seguros;Ambos sexos;Porcentaje;2017T1;2,4
K Actividades financieras y de seguros;Hombres;Porcentaje;2019T4;1,9
K Actividades financieras y de seguros;Hombres;Porcentaje;2019T3;1,9
K Actividades financieras y de seguros;Hombres;Porcentaje;2019T2;1,9
K Actividades financieras y de seguros;Hombres;Porcentaje;2019T1;1,8
K Actividades financieras y de seguros;Hombres;Porcentaje;2018T4;1,9
K Actividades financieras y de seguros;Hombres;Porcentaje;2018T3;1,9
K Actividades financieras y de seguros;Hombres;Porcentaje;2018T2;2,0
K Actividades financieras y de seguros;Hombres;Porcentaje;2018T1;2,2
K Actividades financieras y de seguros;Hombres;Porcentaje;2017T4;2,1
K Actividades financieras y de seguros;Hombres;Porcentaje;2017T3;2,3
K Actividades financieras y de seguros;Hombres;Porcentaje;2017T2;2,3
K Actividades financieras y de seguros;Hombres;Porcentaje;2017T1;2,3
K Actividades financieras y de seguros;Mujeres;Porcentaje;2019T4;2,5
K Actividades financieras y de seguros;Mujeres;Porcentaje;2019T3;2,5
K Actividades financieras y de seguros;Mujeres;Porcentaje;2019T2;2,5
K Actividades financieras y de seguros;Mujeres;Porcentaje;2019T1;2,6
K Actividades financieras y de seguros;Mujeres;Porcentaje;2018T4;2,6
K Actividades financieras y de seguros;Mujeres;Porcentaje;2018T3;2,5
K Actividades financieras y de seguros;Mujeres;Porcentaje;2018T2;2,4
K Actividades financieras y de seguros;Mujeres;Porcentaje;2018T1;2,6
K Actividades financieras y de seguros;Mujeres;Porcentaje;2017T4;2,5
K Actividades financieras y de seguros;Mujeres;Porcentaje;2017T3;2,5
K Actividades financieras y de seguros;Mujeres;Porcentaje;2017T2;2,4
K Actividades financieras y de seguros;Mujeres;Porcentaje;2017T1;2,6
L Actividades inmobiliarias;Ambos sexos;Porcentaje;2019T4;0,7
L Actividades inmobiliarias;Ambos sexos;Porcentaje;2019T3;0,8
L Actividades inmobiliarias;Ambos sexos;Porcentaje;2019T2;0,8
L Actividades inmobiliarias;Ambos sexos;Porcentaje;2019T1;0,8
L Actividades inmobiliarias;Ambos sexos;Porcentaje;2018T4;0,8
L Actividades inmobiliarias;Ambos sexos;Porcentaje;2018T3;0,8
L Actividades inmobiliarias;Ambos sexos;Porcentaje;2018T2;0,8
L Actividades inmobiliarias;Ambos sexos;Porcentaje;2018T1;0,7
L Actividades inmobiliarias;Ambos sexos;Porcentaje;2017T4;0,7
L Actividades inmobiliarias;Ambos sexos;Porcentaje;2017T3;0,7
L Actividades inmobiliarias;Ambos sexos;Porcentaje;2017T2;0,7
L Actividades inmobiliarias;Ambos sexos;Porcentaje;2017T1;0,7
L Actividades inmobiliarias;Hombres;Porcentaje;2019T4;0,6
L Actividades inmobiliarias;Hombres;Porcentaje;2019T3;0,6
L Actividades inmobiliarias;Hombres;Porcentaje;2019T2;0,7
L Actividades inmobiliarias;Hombres;Porcentaje;2019T1;0,7
L Actividades inmobiliarias;Hombres;Porcentaje;2018T4;0,7
L Actividades inmobiliarias;Hombres;Porcentaje;2018T3;0,7
L Actividades inmobiliarias;Hombres;Porcentaje;2018T2;0,6
L Actividades inmobiliarias;Hombres;Porcentaje;2018T1;0,6
L Actividades inmobiliarias;Hombres;Porcentaje;2017T4;0,5
L Actividades inmobiliarias;Hombres;Porcentaje;2017T3;0,6
L Actividades inmobiliarias;Hombres;Porcentaje;2017T2;0,6
L Actividades inmobiliarias;Hombres;Porcentaje;2017T1;0,5
L Actividades inmobiliarias;Mujeres;Porcentaje;2019T4;0,9
L Actividades inmobiliarias;Mujeres;Porcentaje;2019T3;0,9
L Actividades inmobiliarias;Mujeres;Porcentaje;2019T2;0,9
L Actividades inmobiliarias;Mujeres;Porcentaje;2019T1;1,0
L Actividades inmobiliarias;Mujeres;Porcentaje;2018T4;0,9
L Actividades inmobiliarias;Mujeres;Porcentaje;2018T3;0,9
L Actividades inmobiliarias;Mujeres;Porcentaje;2018T2;0,9
L Actividades inmobiliarias;Mujeres;Porcentaje;2018T1;0,9
L Actividades inmobiliarias;Mujeres;Porcentaje;2017T4;0,9
L Actividades inmobiliarias;Mujeres;Porcentaje;2017T3;0,8
L Actividades inmobiliarias;Mujeres;Porcentaje;2017T2;0,8
L Actividades inmobiliarias;Mujeres;Porcentaje;2017T1;0,8
M Actividades profesionales, científicas y técnicas;Ambos sexos;Porcentaje;2019T4;5,2
M Actividades profesionales, científicas y técnicas;Ambos sexos;Porcentaje;2019T3;5,2
M Actividades profesionales, científicas y técnicas;Ambos sexos;Porcentaje;2019T2;5,2
M Actividades profesionales, científicas y técnicas;Ambos sexos;Porcentaje;2019T1;5,2
M Actividades profesionales, científicas y técnicas;Ambos sexos;Porcentaje;2018T4;5,0
M Actividades profesionales, científicas y técnicas;Ambos sexos;Porcentaje;2018T3;5,0
M Actividades profesionales, científicas y técnicas;Ambos sexos;Porcentaje;2018T2;5,1
M Actividades profesionales, científicas y técnicas;Ambos sexos;Porcentaje;2018T1;5,2
M Actividades profesionales, científicas y técnicas;Ambos sexos;Porcentaje;2017T4;5,1
M Actividades profesionales, científicas y técnicas;Ambos sexos;Porcentaje;2017T3;5,2
M Actividades profesionales, científicas y técnicas;Ambos sexos;Porcentaje;2017T2;5,2
M Actividades profesionales, científicas y técnicas;Ambos sexos;Porcentaje;2017T1;5,2
M Actividades profesionales, científicas y técnicas;Hombres;Porcentaje;2019T4;4,8
M Actividades profesionales, científicas y técnicas;Hombres;Porcentaje;2019T3;4,7
M Actividades profesionales, científicas y técnicas;Hombres;Porcentaje;2019T2;4,8
M Actividades profesionales, científicas y técnicas;Hombres;Porcentaje;2019T1;4,7
M Actividades profesionales, científicas y técnicas;Hombres;Porcentaje;2018T4;4,7
M Actividades profesionales, científicas y técnicas;Hombres;Porcentaje;2018T3;4,7
M Actividades profesionales, científicas y técnicas;Hombres;Porcentaje;2018T2;4,8
M Actividades profesionales, científicas y técnicas;Hombres;Porcentaje;2018T1;4,8
M Actividades profesionales, científicas y técnicas;Hombres;Porcentaje;2017T4;4,8
M Actividades profesionales, científicas y técnicas;Hombres;Porcentaje;2017T3;5,0
M Actividades profesionales, científicas y técnicas;Hombres;Porcentaje;2017T2;5,0
M Actividades profesionales, científicas y técnicas;Hombres;Porcentaje;2017T1;4,8
M Actividades profesionales, científicas y técnicas;Mujeres;Porcentaje;2019T4;5,7
M Actividades profesionales, científicas y técnicas;Mujeres;Porcentaje;2019T3;5,7
M Actividades profesionales, científicas y técnicas;Mujeres;Porcentaje;2019T2;5,6
M Actividades profesionales, científicas y técnicas;Mujeres;Porcentaje;2019T1;5,7
M Actividades profesionales, científicas y técnicas;Mujeres;Porcentaje;2018T4;5,4
M Actividades profesionales, científicas y técnicas;Mujeres;Porcentaje;2018T3;5,5
M Actividades profesionales, científicas y técnicas;Mujeres;Porcentaje;2018T2;5,5
M Actividades profesionales, científicas y técnicas;Mujeres;Porcentaje;2018T1;5,6
M Actividades profesionales, científicas y técnicas;Mujeres;Porcentaje;2017T4;5,5
M Actividades profesionales, científicas y técnicas;Mujeres;Porcentaje;2017T3;5,5
M Actividades profesionales, científicas y técnicas;Mujeres;Porcentaje;2017T2;5,5
M Actividades profesionales, científicas y técnicas;Mujeres;Porcentaje;2017T1;5,7
N Actividades administrativas y servicios auxiliares;Ambos sexos;Porcentaje;2019T4;5,3
N Actividades administrativas y servicios auxiliares;Ambos sexos;Porcentaje;2019T3;5,3
N Actividades administrativas y servicios auxiliares;Ambos sexos;Porcentaje;2019T2;5,2
N Actividades administrativas y servicios auxiliares;Ambos sexos;Porcentaje;2019T1;5,1
N Actividades administrativas y servicios auxiliares;Ambos sexos;Porcentaje;2018T4;5,2
N Actividades administrativas y servicios auxiliares;Ambos sexos;Porcentaje;2018T3;5,2
N Actividades administrativas y servicios auxiliares;Ambos sexos;Porcentaje;2018T2;5,1
N Actividades administrativas y servicios auxiliares;Ambos sexos;Porcentaje;2018T1;4,9
N Actividades administrativas y servicios auxiliares;Ambos sexos;Porcentaje;2017T4;4,9
N Actividades administrativas y servicios auxiliares;Ambos sexos;Porcentaje;2017T3;4,9
N Actividades administrativas y servicios auxiliares;Ambos sexos;Porcentaje;2017T2;4,9
N Actividades administrativas y servicios auxiliares;Ambos sexos;Porcentaje;2017T1;5,1
N Actividades administrativas y servicios auxiliares;Hombres;Porcentaje;2019T4;4,5
N Actividades administrativas y servicios auxiliares;Hombres;Porcentaje;2019T3;4,5
N Actividades administrativas y servicios auxiliares;Hombres;Porcentaje;2019T2;4,3
N Actividades administrativas y servicios auxiliares;Hombres;Porcentaje;2019T1;4,3
N Actividades administrativas y servicios auxiliares;Hombres;Porcentaje;2018T4;4,3
N Actividades administrativas y servicios auxiliares;Hombres;Porcentaje;2018T3;4,2
N Actividades administrativas y servicios auxiliares;Hombres;Porcentaje;2018T2;4,1
N Actividades administrativas y servicios auxiliares;Hombres;Porcentaje;2018T1;4,0
N Actividades administrativas y servicios auxiliares;Hombres;Porcentaje;2017T4;4,0
N Actividades administrativas y servicios auxiliares;Hombres;Porcentaje;2017T3;4,1
N Actividades administrativas y servicios auxiliares;Hombres;Porcentaje;2017T2;4,2
N Actividades administrativas y servicios auxiliares;Hombres;Porcentaje;2017T1;4,3
N Actividades administrativas y servicios auxiliares;Mujeres;Porcentaje;2019T4;6,2
N Actividades administrativas y servicios auxiliares;Mujeres;Porcentaje;2019T3;6,3
N Actividades administrativas y servicios auxiliares;Mujeres;Porcentaje;2019T2;6,2
N Actividades administrativas y servicios auxiliares;Mujeres;Porcentaje;2019T1;5,9
N Actividades administrativas y servicios auxiliares;Mujeres;Porcentaje;2018T4;6,3
N Actividades administrativas y servicios auxiliares;Mujeres;Porcentaje;2018T3;6,3
N Actividades administrativas y servicios auxiliares;Mujeres;Porcentaje;2018T2;6,3
N Actividades administrativas y servicios auxiliares;Mujeres;Porcentaje;2018T1;5,8
N Actividades administrativas y servicios auxiliares;Mujeres;Porcentaje;2017T4;5,9
N Actividades administrativas y servicios auxiliares;Mujeres;Porcentaje;2017T3;5,9
N Actividades administrativas y servicios auxiliares;Mujeres;Porcentaje;2017T2;5,8
N Actividades administrativas y servicios auxiliares;Mujeres;Porcentaje;2017T1;6,0
O Administración Pública y defensa, Seguridad Social obligatoria;Ambos sexos;Porcentaje;2019T4;6,8
O Administración Pública y defensa, Seguridad Social obligatoria;Ambos sexos;Porcentaje;2019T3;6,8
O Administración Pública y defensa, Seguridad Social obligatoria;Ambos sexos;Porcentaje;2019T2;6,8
O Administración Pública y defensa, Seguridad Social obligatoria;Ambos sexos;Porcentaje;2019T1;6,9
O Administración Pública y defensa, Seguridad Social obligatoria;Ambos sexos;Porcentaje;2018T4;7,0
O Administración Pública y defensa, Seguridad Social obligatoria;Ambos sexos;Porcentaje;2018T3;7,0
O Administración Pública y defensa, Seguridad Social obligatoria;Ambos sexos;Porcentaje;2018T2;6,9
O Administración Pública y defensa, Seguridad Social obligatoria;Ambos sexos;Porcentaje;2018T1;7,0
O Administración Pública y defensa, Seguridad Social obligatoria;Ambos sexos;Porcentaje;2017T4;7,0
O Administración Pública y defensa, Seguridad Social obligatoria;Ambos sexos;Porcentaje;2017T3;6,9
O Administración Pública y defensa, Seguridad Social obligatoria;Ambos sexos;Porcentaje;2017T2;6,7
O Administración Pública y defensa, Seguridad Social obligatoria;Ambos sexos;Porcentaje;2017T1;6,8
O Administración Pública y defensa, Seguridad Social obligatoria;Hombres;Porcentaje;2019T4;7,0
O Administración Pública y defensa, Seguridad Social obligatoria;Hombres;Porcentaje;2019T3;7,0
O Administración Pública y defensa, Seguridad Social obligatoria;Hombres;Porcentaje;2019T2;7,1
O Administración Pública y defensa, Seguridad Social obligatoria;Hombres;Porcentaje;2019T1;7,2
O Administración Pública y defensa, Seguridad Social obligatoria;Hombres;Porcentaje;2018T4;7,3
O Administración Pública y defensa, Seguridad Social obligatoria;Hombres;Porcentaje;2018T3;7,5
O Administración Pública y defensa, Seguridad Social obligatoria;Hombres;Porcentaje;2018T2;7,4
O Administración Pública y defensa, Seguridad Social obligatoria;Hombres;Porcentaje;2018T1;7,5
O Administración Pública y defensa, Seguridad Social obligatoria;Hombres;Porcentaje;2017T4;7,5
O Administración Pública y defensa, Seguridad Social obligatoria;Hombres;Porcentaje;2017T3;7,4
O Administración Pública y defensa, Seguridad Social obligatoria;Hombres;Porcentaje;2017T2;7,3
O Administración Pública y defensa, Seguridad Social obligatoria;Hombres;Porcentaje;2017T1;7,3
O Administración Pública y defensa, Seguridad Social obligatoria;Mujeres;Porcentaje;2019T4;6,6
O Administración Pública y defensa, Seguridad Social obligatoria;Mujeres;Porcentaje;2019T3;6,5
O Administración Pública y defensa, Seguridad Social obligatoria;Mujeres;Porcentaje;2019T2;6,4
O Administración Pública y defensa, Seguridad Social obligatoria;Mujeres;Porcentaje;2019T1;6,4
O Administración Pública y defensa, Seguridad Social obligatoria;Mujeres;Porcentaje;2018T4;6,5
O Administración Pública y defensa, Seguridad Social obligatoria;Mujeres;Porcentaje;2018T3;6,3
O Administración Pública y defensa, Seguridad Social obligatoria;Mujeres;Porcentaje;2018T2;6,3
O Administración Pública y defensa, Seguridad Social obligatoria;Mujeres;Porcentaje;2018T1;6,4
O Administración Pública y defensa, Seguridad Social obligatoria;Mujeres;Porcentaje;2017T4;6,4
O Administración Pública y defensa, Seguridad Social obligatoria;Mujeres;Porcentaje;2017T3;6,3
O Administración Pública y defensa, Seguridad Social obligatoria;Mujeres;Porcentaje;2017T2;6,1
O Administración Pública y defensa, Seguridad Social obligatoria;Mujeres;Porcentaje;2017T1;6,3
P Educación;Ambos sexos;Porcentaje;2019T4;6,9
P Educación;Ambos sexos;Porcentaje;2019T3;6,4
P Educación;Ambos sexos;Porcentaje;2019T2;7,1
P Educación;Ambos sexos;Porcentaje;2019T1;7,4
P Educación;Ambos sexos;Porcentaje;2018T4;7,1
P Educación;Ambos sexos;Porcentaje;2018T3;6,4
P Educación;Ambos sexos;Porcentaje;2018T2;6,9
P Educación;Ambos sexos;Porcentaje;2018T1;7,0
P Educación;Ambos sexos;Porcentaje;2017T4;6,7
P Educación;Ambos sexos;Porcentaje;2017T3;6,1
P Educación;Ambos sexos;Porcentaje;2017T2;6,9
P Educación;Ambos sexos;Porcentaje;2017T1;7,0
P Educación;Hombres;Porcentaje;2019T4;4,2
P Educación;Hombres;Porcentaje;2019T3;4,0
P Educación;Hombres;Porcentaje;2019T2;4,3
P Educación;Hombres;Porcentaje;2019T1;4,4
P Educación;Hombres;Porcentaje;2018T4;4,3
P Educación;Hombres;Porcentaje;2018T3;3,8
P Educación;Hombres;Porcentaje;2018T2;4,2
P Educación;Hombres;Porcentaje;2018T1;4,1
P Educación;Hombres;Porcentaje;2017T4;4,0
P Educación;Hombres;Porcentaje;2017T3;3,7
P Educación;Hombres;Porcentaje;2017T2;4,1
P Educación;Hombres;Porcentaje;2017T1;4,4
P Educación;Mujeres;Porcentaje;2019T4;10,1
P Educación;Mujeres;Porcentaje;2019T3;9,3
P Educación;Mujeres;Porcentaje;2019T2;10,4
P Educación;Mujeres;Porcentaje;2019T1;10,9
P Educación;Mujeres;Porcentaje;2018T4;10,4
P Educación;Mujeres;Porcentaje;2018T3;9,4
P Educación;Mujeres;Porcentaje;2018T2;10,2
P Educación;Mujeres;Porcentaje;2018T1;10,4
P Educación;Mujeres;Porcentaje;2017T4;10,0
P Educación;Mujeres;Porcentaje;2017T3;9,1
P Educación;Mujeres;Porcentaje;2017T2;10,2
P Educación;Mujeres;Porcentaje;2017T1;10,2
Q Actividades sanitarias y de servicios sociales;Ambos sexos;Porcentaje;2019T4;8,7
Q Actividades sanitarias y de servicios sociales;Ambos sexos;Porcentaje;2019T3;8,7
Q Actividades sanitarias y de servicios sociales;Ambos sexos;Porcentaje;2019T2;8,3
Q Actividades sanitarias y de servicios sociales;Ambos sexos;Porcentaje;2019T1;8,3
Q Actividades sanitarias y de servicios sociales;Ambos sexos;Porcentaje;2018T4;8,3
Q Actividades sanitarias y de servicios sociales;Ambos sexos;Porcentaje;2018T3;8,5
Q Actividades sanitarias y de servicios sociales;Ambos sexos;Porcentaje;2018T2;8,2
Q Actividades sanitarias y de servicios sociales;Ambos sexos;Porcentaje;2018T1;8,3
Q Actividades sanitarias y de servicios sociales;Ambos sexos;Porcentaje;2017T4;8,3
Q Actividades sanitarias y de servicios sociales;Ambos sexos;Porcentaje;2017T3;8,5
Q Actividades sanitarias y de servicios sociales;Ambos sexos;Porcentaje;2017T2;8,2
Q Actividades sanitarias y de servicios sociales;Ambos sexos;Porcentaje;2017T1;8,3
Q Actividades sanitarias y de servicios sociales;Hombres;Porcentaje;2019T4;3,8
Q Actividades sanitarias y de servicios sociales;Hombres;Porcentaje;2019T3;3,7
Q Actividades sanitarias y de servicios sociales;Hombres;Porcentaje;2019T2;3,6
Q Actividades sanitarias y de servicios sociales;Hombres;Porcentaje;2019T1;3,7
Q Actividades sanitarias y de servicios sociales;Hombres;Porcentaje;2018T4;3,6
Q Actividades sanitarias y de servicios sociales;Hombres;Porcentaje;2018T3;3,7
Q Actividades sanitarias y de servicios sociales;Hombres;Porcentaje;2018T2;3,4
Q Actividades sanitarias y de servicios sociales;Hombres;Porcentaje;2018T1;3,5
Q Actividades sanitarias y de servicios sociales;Hombres;Porcentaje;2017T4;3,4
Q Actividades sanitarias y de servicios sociales;Hombres;Porcentaje;2017T3;3,5
Q Actividades sanitarias y de servicios sociales;Hombres;Porcentaje;2017T2;3,3
Q Actividades sanitarias y de servicios sociales;Hombres;Porcentaje;2017T1;3,3
Q Actividades sanitarias y de servicios sociales;Mujeres;Porcentaje;2019T4;14,6
Q Actividades sanitarias y de servicios sociales;Mujeres;Porcentaje;2019T3;14,6
Q Actividades sanitarias y de servicios sociales;Mujeres;Porcentaje;2019T2;13,8
Q Actividades sanitarias y de servicios sociales;Mujeres;Porcentaje;2019T1;13,8
Q Actividades sanitarias y de servicios sociales;Mujeres;Porcentaje;2018T4;14,0
Q Actividades sanitarias y de servicios sociales;Mujeres;Porcentaje;2018T3;14,4
Q Actividades sanitarias y de servicios sociales;Mujeres;Porcentaje;2018T2;14,0
Q Actividades sanitarias y de servicios sociales;Mujeres;Porcentaje;2018T1;14,1
Q Actividades sanitarias y de servicios sociales;Mujeres;Porcentaje;2017T4;14,1
Q Actividades sanitarias y de servicios sociales;Mujeres;Porcentaje;2017T3;14,5
Q Actividades sanitarias y de servicios sociales;Mujeres;Porcentaje;2017T2;14,2
Q Actividades sanitarias y de servicios sociales;Mujeres;Porcentaje;2017T1;14,1
R Actividades artísticas, recreativas y de entretenimiento;Ambos sexos;Porcentaje;2019T4;2,1
R Actividades artísticas, recreativas y de entretenimiento;Ambos sexos;Porcentaje;2019T3;2,1
R Actividades artísticas, recreativas y de entretenimiento;Ambos sexos;Porcentaje;2019T2;2,0
R Actividades artísticas, recreativas y de entretenimiento;Ambos sexos;Porcentaje;2019T1;2,0
R Actividades artísticas, recreativas y de entretenimiento;Ambos sexos;Porcentaje;2018T4;2,0
R Actividades artísticas, recreativas y de entretenimiento;Ambos sexos;Porcentaje;2018T3;2,1
R Actividades artísticas, recreativas y de entretenimiento;Ambos sexos;Porcentaje;2018T2;1,9
R Actividades artísticas, recreativas y de entretenimiento;Ambos sexos;Porcentaje;2018T1;2,0
R Actividades artísticas, recreativas y de entretenimiento;Ambos sexos;Porcentaje;2017T4;2,0
R Actividades artísticas, recreativas y de entretenimiento;Ambos sexos;Porcentaje;2017T3;2,1
R Actividades artísticas, recreativas y de entretenimiento;Ambos sexos;Porcentaje;2017T2;2,1
R Actividades artísticas, recreativas y de entretenimiento;Ambos sexos;Porcentaje;2017T1;2,0
R Actividades artísticas, recreativas y de entretenimiento;Hombres;Porcentaje;2019T4;2,3
R Actividades artísticas, recreativas y de entretenimiento;Hombres;Porcentaje;2019T3;2,3
R Actividades artísticas, recreativas y de entretenimiento;Hombres;Porcentaje;2019T2;2,2
R Actividades artísticas, recreativas y de entretenimiento;Hombres;Porcentaje;2019T1;2,2
R Actividades artísticas, recreativas y de entretenimiento;Hombres;Porcentaje;2018T4;2,2
R Actividades artísticas, recreativas y de entretenimiento;Hombres;Porcentaje;2018T3;2,2
R Actividades artísticas, recreativas y de entretenimiento;Hombres;Porcentaje;2018T2;2,1
R Actividades artísticas, recreativas y de entretenimiento;Hombres;Porcentaje;2018T1;2,0
R Actividades artísticas, recreativas y de entretenimiento;Hombres;Porcentaje;2017T4;2,0
R Actividades artísticas, recreativas y de entretenimiento;Hombres;Porcentaje;2017T3;2,3
R Actividades artísticas, recreativas y de entretenimiento;Hombres;Porcentaje;2017T2;2,2
R Actividades artísticas, recreativas y de entretenimiento;Hombres;Porcentaje;2017T1;2,2
R Actividades artísticas, recreativas y de entretenimiento;Mujeres;Porcentaje;2019T4;1,8
R Actividades artísticas, recreativas y de entretenimiento;Mujeres;Porcentaje;2019T3;1,8
R Actividades artísticas, recreativas y de entretenimiento;Mujeres;Porcentaje;2019T2;1,7
R Actividades artísticas, recreativas y de entretenimiento;Mujeres;Porcentaje;2019T1;1,9
R Actividades artísticas, recreativas y de entretenimiento;Mujeres;Porcentaje;2018T4;1,9
R Actividades artísticas, recreativas y de entretenimiento;Mujeres;Porcentaje;2018T3;1,9
R Actividades artísticas, recreativas y de entretenimiento;Mujeres;Porcentaje;2018T2;1,7
R Actividades artísticas, recreativas y de entretenimiento;Mujeres;Porcentaje;2018T1;2,0
R Actividades artísticas, recreativas y de entretenimiento;Mujeres;Porcentaje;2017T4;2,0
R Actividades artísticas, recreativas y de entretenimiento;Mujeres;Porcentaje;2017T3;1,9
R Actividades artísticas, recreativas y de entretenimiento;Mujeres;Porcentaje;2017T2;1,8
R Actividades artísticas, recreativas y de entretenimiento;Mujeres;Porcentaje;2017T1;1,7
S Otros servicios;Ambos sexos;Porcentaje;2019T4;2,4
S Otros servicios;Ambos sexos;Porcentaje;2019T3;2,5
S Otros servicios;Ambos sexos;Porcentaje;2019T2;2,5
S Otros servicios;Ambos sexos;Porcentaje;2019T1;2,3
S Otros servicios;Ambos sexos;Porcentaje;2018T4;2,3
S Otros servicios;Ambos sexos;Porcentaje;2018T3;2,3
S Otros servicios;Ambos sexos;Porcentaje;2018T2;2,4
S Otros servicios;Ambos sexos;Porcentaje;2018T1;2,4
S Otros servicios;Ambos sexos;Porcentaje;2017T4;2,5
S Otros servicios;Ambos sexos;Porcentaje;2017T3;2,4
S Otros servicios;Ambos sexos;Porcentaje;2017T2;2,4
S Otros servicios;Ambos sexos;Porcentaje;2017T1;2,3
S Otros servicios;Hombres;Porcentaje;2019T4;1,5
S Otros servicios;Hombres;Porcentaje;2019T3;1,5
S Otros servicios;Hombres;Porcentaje;2019T2;1,4
S Otros servicios;Hombres;Porcentaje;2019T1;1,4
S Otros servicios;Hombres;Porcentaje;2018T4;1,4
S Otros servicios;Hombres;Porcentaje;2018T3;1,4
S Otros servicios;Hombres;Porcentaje;2018T2;1,4
S Otros servicios;Hombres;Porcentaje;2018T1;1,4
S Otros servicios;Hombres;Porcentaje;2017T4;1,5
S Otros servicios;Hombres;Porcentaje;2017T3;1,5
S Otros servicios;Hombres;Porcentaje;2017T2;1,5
S Otros servicios;Hombres;Porcentaje;2017T1;1,5
S Otros servicios;Mujeres;Porcentaje;2019T4;3,6
S Otros servicios;Mujeres;Porcentaje;2019T3;3,6
S Otros servicios;Mujeres;Porcentaje;2019T2;3,7
S Otros servicios;Mujeres;Porcentaje;2019T1;3,4
S Otros servicios;Mujeres;Porcentaje;2018T4;3,2
S Otros servicios;Mujeres;Porcentaje;2018T3;3,5
